longitude,latitude,OBJECTID,main_street,cross_street,route_number,milepoint,owner,type
-85.6825356395875,38.2896610694078,268,INDIAN HILLS,RIVER,,,METRO,1
-85.7774516805209,38.2620064963542,269,BANK,17TH,,,METRO,1
-85.79357098592,38.2607379241834,270,MAIN,26TH,,,METRO,1
-85.7937372956105,38.259508433609,271,MARKET,26TH,,,METRO,1
-85.7849114927686,38.2583584914192,272,MARKET,DR W J HODGE,US 31W,20.401,KYTC,1
-85.7868141950062,38.2571475447126,273,JEFFERSON,22ND,US-31W,20.112,KYTC,1
-85.7872922175691,38.2544316031197,274,22ND,MUHAMMAD ALI,US-31W,19.923,KYTC,1
-85.7773527114803,38.2533268208719,275,16TH,MUHAMMAD ALI,,,METRO,1
-85.8082040399934,38.2498845191412,276,BROADWAY,LOUIS COLEMAN JR,,,METRO,1
-85.8057456865795,38.2498235722718,277,BROADWAY,32ND,,,METRO,1
-85.7798546120352,38.2487137922036,278,BROADWAY,17TH,US 150,1.192,KYTC,1
-85.778212091557,38.2484850327365,279,BROADWAY,16TH,US 150,1.283,KYTC,1
-85.7699438129221,38.2473356077927,280,BROADWAY,11TH,US 150,1.72,KYTC,1
-85.7620258640312,38.2445582994401,281,6TH,YORK,,,METRO,1
-85.7554066664285,38.2438236788525,282,2ND,YORK,KY-1020,11.996,KYTC,1
-85.7886095592434,38.2373111042064,283,OAK,DR W J HODGE,US-31W,18.83,KYTC,1
-85.7565944730915,38.2370605133843,284,ST CATHERINE,2ND,KY-1020,11.507,KYTC,1
-85.7830200715731,38.2360179521276,285,DUMESNIL,17TH,,,METRO,1
-85.7586713611574,38.2348733275766,286,OAK,3RD,KY-1020,11.316,KYTC,1
-85.7536788293809,38.2344181476092,287,BROOK,OAK,,,METRO,1
-85.7516602390164,38.2342314530955,288,FLOYD,OAK,,,METRO,1
-85.7607074253923,38.2328637724974,289,4TH,ORMSBY,,,METRO,1
-85.754165550806,38.2316704823849,290,BROOK,ORMSBY,,,METRO,1
-85.7690043241186,38.2267679776952,291,HILL,7TH,,,METRO,1
-85.8052335502682,38.2240742440388,292,ALGONQUIN,BEECH,KY-2054,0.95,KYTC,1
-85.7925095350627,38.2231697781913,293,ALGONQUIN,DIXIE,KY-2054,1.64,KYTC,1
-85.7590591608645,38.2230357056341,294,LEE,2ND,KY-1020,10.513,KYTC,1
-85.7106760575471,38.2229777090516,295,NEWBURG,SPEED,KY-1703,4.287,KYTC,1
-85.6774213085551,38.2178132766064,296,BARDSTOWN,TYLER,US-31E,12.593,KYTC,1
-85.7829267045615,38.2148256014913,297,CENTRAL,7TH STREET,KY-1931,10.04,KYTC,1
-85.8105045508988,38.2376556562904,298,LOUIS COLEMAN JR,DUMESNIL,,,METRO,1
-85.5121903635933,38.2428461931047,299,PARK PLACE,SHELBYVILLE,US-60,10.92,KYTC,1
-85.5146582015776,38.2845361462739,300,LA GRANGE,I 265 RAMP,KY-146,7.28,KYTC,1
-85.5134637711605,38.2533692423473,301,AIKEN,ENGLISH STATION,,,METRO,1
-85.4905253368757,38.2741506144838,302,OLD HENRY,BUSH FARM,KY-3084,1.79,KYTC,1
-85.5024045765911,38.2419149221723,303,SHELBYVILLE,I 265 RAMP,US-60,12.07,KYTC,1
-85.6129958792423,38.352282724464,304,HUNTING CREEK,U S HIGHWAY 42,US-42,11.05,KYTC,1
-85.6394382458322,38.2571251331076,305,HUBBARDS,LEDYARD,,,METRO,1
-85.5315047914737,38.2486418540988,306,EVERGREEN,SHELBYVILLE,US-60,10.39,KYTC,1
-85.6593123120675,38.2380565964632,307,CANNONS,WINCHESTER,KY-2048,1.45,KYTC,1
-85.6285909325742,38.2181548583249,308,BRECKENRIDGE,HIKES,KY-1932,2.695,KYTC,1
-85.6265674802229,38.2086878724167,309,BRECKENRIDGE,SUDBURY,KY-1932,1.99,KYTC,1
-85.6666711303965,38.205642336104,310,BARDSTOWN,HEATHER,US-31E,11.563,KYTC,1
-85.6599997920989,38.1990449618004,311,BARDSTOWN,HIKES,KY-2251,1.0,KYTC,1
-85.5390187737036,38.214602433933,312,BLANKENBAKER,COMMONWEALTH,KY-913,2.11,KYTC,1
-85.5926822388638,38.3004414779663,313,BROWNSBORO,GOOSE CREEK,KY-22,2.33,KYTC,1
-85.619499251243,38.2195404526809,314,MCMAHAN,TAYLORSVILLE,KY-155,12.987,KYTC,1
-85.616111987281,38.2193867373212,315,HOUSTON,TAYLORSVILLE,,,METRO,1
-85.6669339132404,38.2496222579532,316,CANNONS,LEXINGTON,US-60,9.968,KYTC,1
-85.5768699450828,38.2035824069716,317,MERIONETH,TAYLORSVILLE,KY-155,10.26,KYTC,1
-85.6225622068987,38.3215370896525,318,U S HIGHWAY 42,WOLF PEN BRANCH,US-42,8.8,KYTC,1
-85.639823817067,38.230978404061,319,DUTCHMANS PKY,DUTCHMANS LN,,,METRO,1
-85.5841421366253,38.2189148611048,320,BUNSEN,HURSTBOURNE,KY-1747,11.46,KYTC,1
-85.5439759507159,38.2359084468086,321,FINCHLEY,BLANKENBAKER,KY-913,3.63,KYTC,1
-85.5783423817514,38.2246364878386,322,HURSTBOURNE,I 64 RAMP,KY-1747,12.0,KYTC,1
-85.5800014479279,38.3090841358571,323,SPRINGDALE,PARK PLAZA,,,METRO,1
-85.6378990914157,38.1872153970998,324,BARDSTOWN,FEGENBUSH,US-31E,9.44,KYTC,1
-85.6531701709918,38.1781917429216,325,PROGRESS,BUECHEL BANK,,,METRO,1
-85.6599193588886,38.1486146651726,326,SHEPHERDSVILLE,WHISPERING HILLS,KY-2052,0.69,KYTC,1
-85.6156588181044,38.1385876922463,327,FEGENBUSH,WATTERSON,KY-1065,10.09,KYTC,1
-85.6694673955042,38.1377805802206,328,JUDGE,OUTER,KY-1065,7.0,KYTC,1
-85.6691694396026,38.0928339129717,329,MUD,PRESTON,KY-61,0.65,KYTC,1
-85.6653385753859,38.1846238150615,330,INDIAN,NEWBURG,KY-1703,0.5,KYTC,1
-85.8160940796532,38.2626419256995,331,41ST,MARKET,,,METRO,1
-85.7939495217827,38.2579405296557,332,JEFFERSON,26TH,,,METRO,1
-85.7768627121342,38.2560288021223,333,JEFFERSON,16TH,,,METRO,1
-85.7914925689938,38.2549014883748,334,24TH,MUHAMMAD ALI,,,METRO,1
-85.787673937697,38.252247662442,335,CHESTNUT,22ND,US-31W,19.95,KYTC,1
-85.7862502062442,38.2507594897568,336,MAGAZINE,DR W J HODGE,US-31W,19.76,KYTC,1
-85.7188736644792,38.2515777430356,337,PAYNE,SPRING,,,METRO,1
-85.794883151354,38.2494550512548,338,BROADWAY,26TH,,,METRO,1
-85.7865291879993,38.2491716684047,339,BROADWAY,DR W J HODGE,US 150,0.825,KYTC,1
-85.7587054572427,38.2442478194795,340,4TH,LIBRARY,,,METRO,1
-85.7570641164055,38.2440465564859,341,LIBRARY,3RD,KY-1020,11.968,KYTC,1
-85.7995700509453,38.2422770450558,342,GREENWOOD,28TH,,,METRO,1
-85.7896123942796,38.241212529479,343,GREENWOOD,22ND,US-31W,19.19,KYTC,1
-85.7776067762813,38.2413550958238,344,15TH,KENTUCKY,,,METRO,1
-85.8069500182492,38.2387041691512,345,32ND,VIRGINIA,,,METRO,1
-85.7903938951142,38.2348985624692,346,22ND,WILSON,US-31W,18.598,KYTC,1
-85.7474909253191,38.2342029512108,347,JACKSON,OAK,KY-61,11.524,KYTC,1
-85.7480774502087,38.2307964456176,348,JACKSON,ORMSBY,KY-61,11.292,KYTC,1
-85.7564101170496,38.2285908288619,349,1ST,MAGNOLIA,,,METRO,1
-85.761913015243,38.2260045265687,350,4TH,HILL,,,METRO,1
-85.7558072919444,38.2226877048879,351,BROOK,1ST,,,METRO,1
-85.7375096525811,38.2217294990993,352,BURNETT,TEXAS,,,METRO,1
-85.784812210198,38.2128735410472,353,7TH STREET,WATHEN,KY-1931,9.88,KYTC,1
-85.7209553793764,38.2119815337923,354,HESS,POPLAR LEVEL,KY-864,12.716,KYTC,1
-85.7129596262073,38.2053976266101,355,BELMAR,POPLAR LEVEL,KY-864,12.071,KYTC,1
-85.5123132510181,38.2894652807025,356,CHAMBERLAIN,FACTORY,KY-146,7.55,KYTC,1
-85.6729759980753,38.2948693798332,357,BLANKENBAKER,RIVER,,,METRO,1
-85.6450741337721,38.2520732114618,358,SHELBYVILLE,THIERMAN,US-60,4.12,KYTC,1
-85.5787725867187,38.2586992907375,359,TAMARISK,HURSTBOURNE,KY-1747,14.39,KYTC,1
-85.6236201130533,38.2502716362532,360,SHELBYVILLE,TEN PIN,US-60,5.3,KYTC,1
-85.6133297541066,38.2494070562408,361,NORWOOD,OXMOOR,US-60,5.86,KYTC,1
-85.6224023995426,38.2025785461094,362,BRECKENRIDGE,MANNER DALE,KY-1932,1.5,KYTC,1
-85.5325692296081,38.3020410765941,363,MURPHY,WESTPORT,KY-1447,7.56,KYTC,1
-85.6156531780486,38.2702136277234,364,HERR,WESTPORT,KY-1447,2.67,KYTC,1
-85.6349407602314,38.2145656031552,365,HIKES,ROSS,,,METRO,1
-85.6374700811969,38.2399337331642,366,BROWNS,KRESGE,,,METRO,1
-85.5591636628168,38.2081693054308,367,PLANTSIDE,WATTERSON,KY-1819,10.8,KYTC,1
-85.56803746804,38.2646420126172,368,ORMSBY STATION,HURSTBOURNE,KY-1747,15.13,KYTC,1
-85.5770154915801,38.2339489950339,369,TIMBERWOOD,HURSTBOURNE,KY-1747,12.64,KYTC,1
-85.5732877229861,38.2461306014145,370,WILDWOOD,SHELBYVILLE,US-60,8.06,KYTC,1
-85.5642782395955,38.2709256343894,371,LA GRANGE,HURSTBOURNE RAMP,KY-146,3.59,KYTC,1
-85.5890400071819,38.2809165045325,372,HERMITAGE,WESTPORT,KY-1447,4.2,KYTC,1
-85.6174808780598,38.3424371467185,373,FOX HARBOR,U S HIGHWAY 42,US-42,10.33,KYTC,1
-85.6632619594936,38.1968939093517,374,HIKES,CHAMPIONS TRACE,KY-2052,4.07,KYTC,1
-85.6526658866415,38.1950549297469,375,BARDSTOWN,SIX MILE,KY-2251,0.5,KYTC,1
-85.6652576817014,38.1379559356949,376,OUTER,ROBBS,KY-1065,7.23,KYTC,1
-85.6703062534132,38.1038316670321,377,COOPER CHAPEL,PRESTON CROSSING,,,METRO,1
-85.5617079521574,38.1906221030928,378,TAYLORSVILLE,RUCKRIEGEL,KY-155,9.02,KYTC,1
-85.596022423279,38.1837624827986,379,WATTERSON,STONY BROOK,,,METRO,1
-85.6676847240675,38.0875049823836,380,ANTLE,PRESTON,KY-61,0.27,KYTC,1
-85.7747401646545,38.2586364115084,381,W MAIN ST,N 15TH ST,US 31W,20.934,KYTC,1
-85.7801951669807,38.2564060737393,382,18TH,JEFFERSON,,,METRO,1
-85.7972268724222,38.25553886903,383,28TH,MUHAMMAD ALI,,,METRO,1
-85.7856336222535,38.2542529359959,384,DR W J HODGE,MUHAMMAD ALI,US-31W,20.1,KYTC,1
-85.797607857086,38.2533545587205,385,CHESTNUT,28TH,,,METRO,1
-85.7756989101874,38.2531458908287,386,15TH,MUHAMMAD ALI,,,METRO,1
-85.8011499447325,38.2524175657581,387,MAGAZINE,30TH,,,METRO,1
-85.776083104993,38.2509599001006,388,CHESTNUT,15TH,,,METRO,1
-85.8151182816856,38.2501358750212,389,BROADWAY,38TH,,,METRO,1
-85.77655266609,38.2482592176583,390,BROADWAY,15TH,US 150,1.373,KYTC,1
-85.7716316430918,38.2475686987046,391,BROADWAY,12TH,US 150,1.649,KYTC,1
-85.7869013670479,38.247051364774,392,MAPLE,DR W J HODGE,US-31W,19.5,KYTC,1
-85.7990917114389,38.2449733154004,393,GARLAND,28TH,,,METRO,1
-85.7603761817221,38.24439632667,394,5TH,YORK,,,METRO,1
-85.7591180437048,38.2418975973469,395,BRECKINRIDGE,4TH,,,METRO,1
-85.7963472185173,38.236943781233,396,DUMESNIL,26TH,,,METRO,1
-85.7549406319616,38.236902793772,397,1ST,ST CATHERINE,,,METRO,1
-85.74729750028,38.2353345345962,398,JACKSON,ST CATHERINE,KY-61,11.616,KYTC,1
-85.7048424168522,38.2307913296671,399,BARDSTOWN,BONNYCASTLE,US-31E,14.383,KYTC,1
-85.7928536947276,38.2288840936344,400,HILL,22ND,US-31W,18.16,KYTC,1
-85.7020777656014,38.2291066963528,401,BARDSTOWN,MARYLAND,US-31E,14.192,KYTC,1
-85.7751709794537,38.2274273911153,402,HILL,12TH,,,METRO,1
-85.7567198286293,38.2267785161654,403,W BURNETT AVE,S 1ST ST,,,METRO,1
-85.7951035234378,38.2233491800709,404,ALGONQUIN,22ND,US-31W,17.734,KYTC,1
-85.8124564764548,38.2210920620498,405,BELLS,CANE RUN,KY-1934,11.21,KYTC,1
-85.728866884499,38.2199130687925,406,CLARKS,POPLAR LEVEL,KY-864,13.415,KYTC,1
-85.7640397867727,38.2138714117483,407,4TH,INDUSTRY,,,METRO,1
-85.7512556030796,38.2115773151175,408,CRITTENDEN,EASTERN,US-60,4.038,KYTC,1
-85.7629850829311,38.2101529182224,409,3RD,WINKLER,US-60,3.157,KYTC,1
-85.765342818964,38.2064156515394,410,4TH,HEYWOOD,,,METRO,1
-85.7624530287898,38.1995159258909,411,GARRETT,TULANE,,,METRO,1
-85.7827522105615,38.1985913569749,412,LONGFIELD,TAYLOR,US-60,1.62,KYTC,1
-85.5105894846762,38.2454078997078,413,DATA VAULT,ENGLISH STATION,,,METRO,1
-85.5047078701445,38.2421080105623,414,SHELBYVILLE,I 265 RAMP,US-60,11.97,KYTC,1
-85.444207237842,38.2358765986037,415,FLAT ROCK,SHELBYVILLE,US 60,15.426,KYTC,1
-85.6575797307328,38.2346899499096,416,CANNONS,I 64 RAMP,KY-2048,10.53,KYTC,1
-85.6203396415981,38.3383445070398,417,U S HIGHWAY 42,TIMBER RIDGE,US-42,10.02,KYTC,1
-85.6119519375559,38.2542341453856,418,NEW LA GRANGE,WASHBURN,KY-146,0.45,KYTC,1
-85.6658588661835,38.2658223287555,419,BROWNSBORO,CHENOWETH,US-42,3.89,KYTC,1
-85.6735162354859,38.2140735812852,420,BARDSTOWN,BRIGHTON,US-31E,12.253,KYTC,1
-85.6706585763567,38.2105212000464,421,BARDSTOWN,I 264 RAMP,I-264,15.674,KYTC,1
-85.668997455028,38.208429810815,422,BARDSTOWN,GOLDSMITH,US-31E,11.773,KYTC,1
-85.6610308021941,38.1983731214427,423,BUECHEL,HIKES,US-31E,10.97,KYTC,1
-85.6142796565529,38.2710214828158,424,LYNDON,WESTPORT,KY-1447,3.0,KYTC,1
-85.579183116568,38.2514429527648,425,HURSTBOURNE PKY,HURSTBOURNE TRCE,KY-1747,13.87,KYTC,1
-85.5988587362267,38.2481825389976,426,LYNDON,SHELBYVILLE,US-60,6.66,KYTC,1
-85.6393859041267,38.2119724261253,427,FURMAN,HIKES,,,METRO,1
-85.5388390694672,38.210333772461,428,PLANTSIDE,BLANKENBAKER,KY-913,1.81,KYTC,1
-85.6173469468564,38.2497566770362,429,SHELBYVILLE,I 264 RAMP,US-60,5.64,KYTC,1
-85.6252290182763,38.2504214768488,430,SHELBYVILLE,SHERBURN,US-60,5.21,KYTC,1
-85.5597961539037,38.2027936401488,431,ELECTRON,WATTERSON,KY-1819,10.43,KYTC,1
-85.5869891850193,38.2175644066203,432,S HURSTBOURNE PKY,HURSTBOURNE,KY-1747,11.29,KYTC,1
-85.5728933823251,38.3090118662037,433,BROWNSBORO,I 265 RAMP,KY-22,3.66,KYTC,1
-85.6477067485615,38.1907331696683,434,BUECHEL BANK,BUECHEL,US-31E,10.04,KYTC,1
-85.6593823830485,38.1787821690888,435,BUECHEL BANK,SHEPHERDSVILLE,KY-1703,0.0,KYTC,1
-85.6599756245171,38.1600376936613,436,POPLAR LEVEL,SHEPHERDSVILLE,KY-864,7.42,KYTC,1
-85.6037354686152,38.1958867782985,437,HURSTBOURNE,AMBROSSE,KY-1747,9.39,KYTC,1
-85.6725969626033,38.1035119733648,438,COOPER CHAPEL,PRESTON,KY-61,1.4,KYTC,1
-85.6044304932903,38.1711374953043,439,STONY BROOK,HURSTBOURNE,KY-1747,7.64,KYTC,1
-85.568494047621,38.1923347883736,440,BILLTOWN,MAPLE,,,JEFFERSONTOWN,1
-85.565290368502,38.18843704826,441,GAUDET,RUCKRIEGEL,KY-1819,9.12,KYTC,1
-85.8075395449995,38.2544642484307,442,34TH,RIVER PARK,,,METRO,1
-85.6857690533914,38.2606039787168,443,BROWNSBORO,HILLCREST,US-42,2.747,KYTC,1
-85.8005357457497,38.255908321264,444,30TH,MUHAMMAD ALI,,,METRO,1
-85.7815071273592,38.2489411960884,445,BROADWAY,18TH,US 150,1.07,KYTC,1
-85.7716044206164,38.2482432901312,446,12TH STREET CONNECTOR,ESQUIRE,,,METRO,1
-85.7874572913015,38.2439414020776,447,GARLAND,DR W J HODGE,US-31W,19.285,KYTC,1
-85.7962333241861,38.2377684361695,448,OAK,26TH,,,METRO,1
-85.7619919881367,38.2351731581828,449,GARVIN,OAK,,,METRO,1
-85.7412402641562,38.2347024569607,450,MARY,ST CATHERINE,KY-864,14.794,KYTC,1
-85.7414711000562,38.2333958406402,451,OAK,SHELBY,KY-864,14.7,KYTC,1
-85.7580554982957,38.2287728199784,452,MAGNOLIA,2ND,KY-1020,10.913,KYTC,1
-85.7547321628998,38.2284742893224,453,BROOK,MAGNOLIA,,,METRO,1
-85.7586008323775,38.2256510353154,454,HILL,2ND,KY-1020,10.694,KYTC,1
-85.733329458601,38.2259492735671,455,GOSS,TEXAS,KY-864,13.933,KYTC,1
-85.8001781350857,38.2237161827927,456,ALGONQUIN,CYPRESS,KY-2054,1.22,KYTC,1
-85.7266912200724,38.217605510463,457,POPLAR LEVEL,THRUSTON,KY-864,13.2,KYTC,1
-85.7521082305869,38.214308828017,458,UNIVERSITY,I 65 RAMP,I-65,0.185,KYTC,1
-85.762298597589,38.2137534879316,459,EASTERN,3RD,US-60,3.479,KYTC,1
-85.7010023961369,38.21357191924,460,NEWBURG,TREVILIAN,KY-1703,3.399,KYTC,1
-85.7690909555766,38.2108265538064,461,ALGONQUIN,WINKLER,US-60,2.78,KYTC,1
-85.7375589795418,38.2069016243661,462,LOCUST,PRESTON,KY-61,9.476,KYTC,1
-85.7349473788877,38.2028425224018,463,AUDUBON,PRESTON,KY-61,9.177,KYTC,1
-85.8102712331026,38.2389923248619,464,LOUIS COLEMAN JR,VIRGINIA,,,METRO,1
-85.6159180661516,38.345459495988,465,U S HIGHWAY 42,RIVER,US-42,10.55,KYTC,1
-85.6571171892462,38.2530305300675,466,FRANKFORT,LEXINGTON,US-60,3.46,KYTC,1
-85.6528274319053,38.2705267675682,467,BROWNSBORO,HUBBARDS,US-42,4.671,KYTC,1
-85.6151532558506,38.2495661536558,468,NEW LA GRANGE,SHELBYVILLE,US-60,5.77,KYTC,1
-85.6500690432442,38.2052741722934,469,GOLDSMITH,HIKES,,,METRO,1
-85.6370061928152,38.2301089695574,470,BRECKENRIDGE,I 264 RAMP,KY-1932,3.73,KYTC,1
-85.5595510159545,38.199316650443,471,WATTERSON,RUCKRIEGEL,KY-1819,10.16,KYTC,1
-85.5105451886231,38.1885039787132,472,TAYLORSVILLE,I 265 RAMP,KY-155,6.21,KYTC,1
-85.5519507889038,38.1882887109935,473,CHENOWETH RUN,TAYLORSVILLE,KY-155,8.46,KYTC,1
-85.6310074790383,38.143396001879,474,BLAZIER,PEPPERMILL,KY-22 ,0.0,KYTC,1
-85.6134405582193,38.1376493431822,475,BEULAH CHURCH,FEGENBUSH,KY-1065,4.25,KYTC,1
-85.6212889048964,38.1374329551251,476,APPLE VALLEY,OUTER,KY-1065,9.66,KYTC,1
-85.5482005911885,38.1874258833458,477,TAYLORSVILLE,BLANKENBAKER,KY-155,8.244,KYTC,1
-85.57890941815,38.1447932800055,478,RIDGESIDE,BLACK WILLOW,KY-1447,3.04,KYTC,1
-85.6576383358741,38.1389766864104,479,OUTER,SHEPHERDSVILLE,KY-1065,7.66,KYTC,1
-85.5689743658221,38.1902019193585,480,BILLTOWN,RUCKRIEGEL,KY-1819,8.89,KYTC,1
-85.5654614034723,38.1942828967409,481,TAYLORSVILLE,WATTERSON,KY-155,9.35,KYTC,1
-85.7007934668059,38.2467147538147,482,GRINSTEAD,I 64 RAMP,I-64,8.071,KYTC,1
-85.8117887404718,38.2614698701574,483,MARKET,38TH,,,METRO,1
-85.785156311483,38.256964229604,484,JEFFERSON,DR W J HODGE,US-31W,20.14,KYTC,1
-85.7777446626124,38.2511393494545,485,CHESTNUT,16TH,,,METRO,1
-85.7882072121325,38.2492247614855,486,BROADWAY,22ND,US 150,0.0,KYTC,1
-85.7574658571392,38.241716563663,487,BRECKINRIDGE,3RD,KY-1020,11.978,KYTC,1
-85.7606545547697,38.2391746074252,488,5TH,KENTUCKY,,,METRO,1
-85.8002990995548,38.2381136128055,489,28TH,VIRGINIA,,,METRO,1
-85.8016145885347,38.2368758803599,490,CATALPA,DUMESNIL,,,METRO,1
-85.7432602719618,38.2349166053538,491,CLAY,ST CATHERINE,,,METRO,1
-85.7434555839323,38.2337891248226,492,CLAY,OAK,,,METRO,1
-85.7917687664521,38.23155247121,493,STANDARD,22ND,,,METRO,1
-85.7646824176294,38.2294620302981,494,MAGNOLIA,6TH,,,METRO,1
-85.7652277441551,38.2263532567013,495,HILL,6TH,,,METRO,1
-85.735289760298,38.2188924393296,496,BURNETT,EASTERN,US-60,5.069,KYTC,1
-85.7795928705259,38.2107377256773,497,CENTRAL,COLORADO,,,METRO,1
-85.7814973231902,38.2021296594755,498,ARCADE,TAYLOR,US-60,1.89,KYTC,1
-85.6254069020661,38.2647138524409,499,I 264 RAMP,WESTPORT,KY1447,2.0,KYTC,1
-85.809529227401,38.2431546263237,500,LOUIS COLEMAN JR,GREENWOOD,,,METRO,1
-85.6269186963035,38.2505774766565,501,STONEHENGE,SHELBYVILLE,US-60,5.12,KYTC,1
-85.6135113117015,38.2481754833912,502,OXMOOR,SHELBYVILLE,,,METRO,1
-85.7319075393266,38.2251318887285,503,GOSS,PARKWAY GARDENS,KY-864,13.837,KYTC,1
-85.754675851777,38.2171034722653,504,BRANDEIS,FLOYD,,,METRO,3
-85.7015519239771,38.2455458550683,505,GRINSTEAD,LEXINGTON,US-60,8.009,KYTC,1
-85.7340106486328,38.2527566487894,506,MARKET,WENZEL,US 31W,16.715,KYTC,1
-85.7331868934482,38.2498752792465,507,CHESTNUT,LIBERTY,KY-864,15.84,KYTC,1
-85.7650313932273,38.2466755971014,508,BROADWAY,8TH,US 150,2.015,KYTC,1
-85.730702932205,38.24851087443,509,BAXTER,LEXINGTON,US-31E,16.3,KYTC,1
-85.7377932913274,38.2545787977785,510,MAIN,SHELBY,US 31W,16.982,KYTC,1
-85.7560370215744,38.2498508807662,511,GUTHRIE,3RD,KY-1020,12.37,METRO,1
-85.760293587198,38.249216599193,512,ARMORY,CHESTNUT,,,METRO,1
-85.6909668403607,38.2031649965036,513,GARDINER,NEWBURG,KY-1703,2.4,KYTC,1
-85.6834887975917,38.1989310212778,514,MEADOWCREEK,NEWBURG,KY-1703,1.89,KYTC,1
-85.6891914900806,38.2238634969347,515,BARDSTOWN,WROCKLAGE,US-31E,13.387,KYTC,1
-85.6847080410047,38.2230110125313,516,BARDSTOWN,TAYLORSVILLE,US-31E,13.126,KYTC,1
-85.7242756835629,38.2402693432561,517,BAXTER,HIGHLAND,US-31E,15.653,KYTC,1
-85.722897213908,38.2410442189552,518,CHEROKEE,HIGHLAND,,,METRO,1
-85.716302903747,38.2302708527325,519,BAXTER,CASTLEWOOD,KY-1703,4.871,KYTC,1
-85.7443798722754,38.2403191561376,520,BRECKINRIDGE,HANCOCK,,,METRO,1
-85.7423615361952,38.2401091234555,521,BRECKINRIDGE,CLAY,,,METRO,1
-85.7403384672889,38.2399011762162,522,BRECKINRIDGE,SHELBY,KY-864,15.156,KYTC,1
-85.744887469045,38.2373613398601,523,HANCOCK,KENTUCKY,,,METRO,1
-85.7387503510765,38.2491063145528,524,SHELBY,MUHAMMAD ALI,,,METRO,1
-85.7367377045167,38.2488875304795,525,CAMPBELL,MUHAMMAD ALI,,,METRO,1
-85.7518332594476,38.2482843118132,526,BROOK,CHESTNUT,,,METRO,1
-85.7531392154097,38.2471056229109,527,1ST,GRAY,,,METRO,1
-85.7496851225407,38.24544727949,528,BROADWAY,FLOYD,US 150,2.845,KYTC,1
-85.7438461876756,38.2552384212071,529,JACKSON,MAIN,US 31W,17.343,KYTC,1
-85.7454652857117,38.2577397311824,530,PRESTON,RIVER,,,METRO,1
-85.7128149531934,38.2555512019655,531,FRANKFORT,HALDEMAN,US-60,0.382,KYTC,1
-85.7828145691535,38.2221747116929,532,ALGONQUIN,16TH,KY-2054,2.17,KYTC,1
-85.7647254435518,38.2377248219708,533,ST CATHERINE,7TH,,,METRO,1
-85.7551244294268,38.2550539759711,534,MARKET,3RD,US 31W,21.944,KYTC,1
-85.756570314401,38.2566299466582,535,W MAIN ST,N 4TH ST,US 31W,21.932,KYTC,1
-85.7617413473045,38.2557764673398,536,MARKET,7TH,US 31W,21.574,KYTC,1
-85.7555005654007,38.2528899647386,537,LIBERTY,3RD,KY-1020,12.581,METRO,1
-85.7624598811642,38.251687595603,538,7TH,MUHAMMAD ALI,,,METRO,1
-85.7558432041105,38.250959138549,539,3RD,MUHAMMAD ALI,KY-1020,12.447,METRO,1
-85.7533443866858,38.2562816997453,540,MAIN ST,S 2ND ST,US 31W,17.887,KYTC,1
-85.7478919802882,38.2556788915257,541,E MAIN ST,FLOYD ST,US 31W,17.587,KYTC,1
