longitude,latitude,OBJECTID,main_street,cross_street,route_number,milepoint,owner,type
-85.7538059176815,38.2534922597708,542,JEFFERSON,2ND,KY-1020,12.627,KYTC,1
-85.7485127053399,38.2521500844963,543,FLOYD,LIBERTY,,,METRO,1
-85.7465847730206,38.2513368194221,544,LIBERTY,PRESTON,KY-61,12.79,KYTC,1
-85.7714256147702,38.2582651011684,545,MAIN,13TH,US 31W,21.117,KYTC,1
-85.7825384367732,38.2683960973581,546,PORTLAND,22ND,US-150,0.125,KYTC,1
-85.7838066148195,38.1866512103689,547,TAYLOR,I 264 RAMP,KY-1865,5.53,KYTC,1
-85.729667785161,38.1947102747448,548,BELMAR,PRESTON,KY-61,8.54,KYTC,1
-85.7394264165023,38.1936602638108,549,PHILLIPS,STANDIFORD FIELD,I-65,0.772,KYTC,1
-85.7208853947629,38.1824291532832,550,STANDIFORD,PRESTON,KY-61,7.568,KYTC,1
-85.7213893427687,38.1768572667174,551,TWIN SPIRES,HERCULES,,,METRO,1
-85.7677283145564,38.1730632448191,552,KINGSTON,3RD,,,METRO,1
-85.6803122841187,38.1653331062817,553,NAOMI,POPLAR LEVEL,KY-864,8.72,KYTC,1
-85.7748925619561,38.1441195202245,554,SHOREWOOD,3RD STREET,KY-1865,2.56,KYTC,1
-85.6902359589471,38.1447714366442,555,MINOR,PRESTON,KY-61,4.43,KYTC,1
-85.6804535715745,38.1382116503552,556,OUTER,NOLTEMEYER WYNDE,KY-1065,6.41,KYTC,1
-85.6760543326518,38.1139543674648,557,GLEN ROSE,PRESTON,KY-61,2.13,KYTC,1
-85.7832661387833,38.1796073047272,558,BLUEGRASS,TAYLOR,KY-1865,5.03,KYTC,1
-85.7149959590363,38.1158026352512,559,MINOR,SOUTH PARK,,,METRO,1
-85.6894939124822,38.1163494861298,560,BLUE LICK,SOUTH PARK,KY-1450,2.17,KYTC,1
-85.7975510337527,38.1703766547417,561,HAZELWOOD,MANSLICK,KY-1931,6.593,KYTC,1
-85.7144295880607,38.1573110855347,562,FERN VALLEY,SIGNATURE,KY-1747,0.97,KYTC,1
-85.7646808477585,38.1581242470601,563,STRAWBERRY,THALIA,KY-1020,6.09,KYTC,1
-85.7791763257403,38.1616255075886,564,KENWOOD,KNOLL GATE,KY-1865,3.775,KYTC,1
-85.7674231768064,38.1852381320854,565,ASHLAND,SOUTHERN,KY-1020,8.007,KYTC,1
-85.8080205718338,38.1920406776661,566,CRUMS,DIXIE, US-31W,15.34,KYTC,1
-85.8357893461156,38.1533745923258,567,DIXIE,KERRICK, US-31W,12.3,KYTC,1
-85.8354573143122,38.1542078025988,568,DIXIE,KERRICK, US-31W,12.3,KYTC,1
-85.8362834996434,38.1521718262371,569,DIXIE,KERRICK, US-31W,12.14,KYTC,1
-85.8352350556059,38.1152348863989,570,PAGES,3RD STREET,KY-907,2.1,KYTC,1
-85.8349392521666,38.1072607466491,571,SILVERWOOD,STONESTREET,,,METRO,1
-85.8613956119964,38.1056883044639,572,VALLEY STATION,RENAISSANCE VALLEY,KY-907,0.32,KYTC,1
-85.8816471079844,38.1611622503945,573,GREENBELT,RIVERPORT,KY-1934,5.5,KYTC,1
-85.8760176083615,38.1701854676881,574,LOWER HUNTERS,GREENBELT,KY-1934,6.2,KYTC,1
-85.8478557555629,38.1301768905713,575,DIXIE,PAGES, US-31W,10.5,KYTC,1
-85.6129677857424,38.1628668889645,576,WATTERSON,HURSTBOURNE,KY-1747,6.847,KYTC,1
-85.7645170432031,38.2015820429909,577,SOUTHERN,HARLAN,KY-1020,9.15,KYTC,1
-85.6221158165552,38.219658111826,578,GOODWILL,TAYLORSVILLE,KY-155,13.123,KYTC,1
-85.7548988000918,38.2158662986266,579,I 65 RAMP,UNIVERSITY,,,METRO,1
-85.7986093320999,38.2303321420719,580,CYPRESS,HILL,,,METRO,1
-85.709323306285,38.2319999324015,581,BARDSTOWN,EASTERN,US-31E,14.626,KYTC,1
-85.7204359795869,38.2265222701031,582,BARRET,EASTERN,US-60,6.104,KYTC,1
-85.7000916277688,38.2478426072171,583,GRINSTEAD,I 64 RAMP,I-64,8.072,KYTC,1
-85.7077865082212,38.216987045063,584,NEWBURG,BELLARMINE,KY-1703,3.85,KYTC,1
-85.7571178424595,38.2031267990526,585,CENTRAL,FLOYD,,,METRO,1
-85.7357739777715,38.2543605917677,586,CAMPBELL,MAIN,US 31W,16.919,KYTC,1
-85.7325559088266,38.2525957523572,587,BAXTER,MARKET,US 31W,16.635,KYTC,1
-85.7339267970288,38.262563869535,588,I 64 WEST,I 64 RAMP,,,METRO,3
-85.761192019323,38.2493168920326,589,CHESTNUT,6TH,,,METRO,1
-85.75787724146,38.2489523296472,590,CHESTNUT,4TH,,,METRO,1
-85.6859580814534,38.2008344278998,591,BISHOP,NEWBURG,KY-1703,2.09,KYTC,1
-85.7431151123234,38.2145988963356,592,EASTERN,PRESTON,KY-61,4.549,KYTC,1
-85.7990731445227,38.1967511906579,593,BERRY,MANSLICK,US-60,0.588,KYTC,1
-85.6842809387856,38.2545890729853,594,FRANKFORT,HILLCREST,US-60,1.979,KYTC,1
-85.7176792382546,38.2381497074861,595,CHEROKEE,PATTERSON,,,METRO,1
-85.746103454278,38.2540711594498,596,MARKET,PRESTON,US 31W,17.375,KYTC,1
-85.7448010062114,38.2497633370199,597,JACKSON,MUHAMMAD ALI,KY-61,12.611,KYTC,1
-85.75148311846,38.2469298747813,598,BROOK,GRAY,,,METRO,1
-85.7391317082625,38.2469201513984,599,CHESTNUT,SHELBY,,,METRO,1
-85.7104710082252,38.2595157102659,600,BROWNSBORO,HALDEMAN,US-42,1.368,KYTC,1
-85.7679059184632,38.2403917120252,601,KENTUCKY,9TH,,,METRO,1
-85.7628504254185,38.2398816938577,602,KENTUCKY,6TH,,,METRO,1
-85.75487037815,38.256450346443,603,MAIN,3RD,US 31W,22.02,KYTC,1
-85.7598387088948,38.2569875115217,604,MAIN,6TH,US 31W,21.75,KYTC,1
-85.7570188315477,38.2538433724363,605,4TH,JEFFERSON,,,METRO,1
-85.7638364522096,38.2534423752072,606,8TH,LIBERTY,,,METRO,1
-85.7481354093604,38.2542888533872,607,FLOYD,MARKET,US 31W,17.487,KYTC,1
-85.748379349324,38.2529029274155,608,FLOYD,JEFFERSON,,,METRO,1
-85.7700107988734,38.2566931969309,609,MARKET,12TH,US 31W,21.1,KYTC,1
-85.7667043469868,38.2563288578681,610,MARKET,10TH,US 31W,21.282,KYTC,1
-85.7659874322943,38.2498497624555,611,CHESTNUT,ROY WILKINS,,,METRO,1
-85.7644998759508,38.2496818796356,612,CHESTNUT,8TH,,,METRO,1
-85.8009519393022,38.2749471305728,613,PORTLAND,33RD,KY-3064,1.784,KYTC,1
-85.8106549251098,38.2719632110336,614,BANK,38TH,KY-3082,0.0,KYTC,1
-85.7010620329747,38.2284548786912,615,BARDSTOWN,SPEED,US-31E,14.123,KYTC,1
-85.8216124229596,38.2414530985981,616,CECIL,HALE,,,METRO,1
-85.8373871618678,38.1993207370194,617,CANE RUN,CRUMS,KY-1934,9.18,KYTC,1
-85.842577830539,38.1953806417574,618,CRUMS,SHANKS,KY-1934,8.78,KYTC,1
-85.7205039090928,38.1778683268374,619,GRADE,I 65 RAMP,I-65,0.0,KYTC,1
-85.6797391860236,38.1574162835337,620,FERN VALLEY,GEIL,KY-1747,2.88,KYTC,1
-85.6998736051861,38.1847163775069,621,BISHOP,POPLAR LEVEL,KY-864,10.45,KYTC,1
-85.7589937570316,38.1807898103782,622,ALLMOND,WOODLAWN,,,METRO,1
-85.7812421264612,38.1698241548528,623,MARRET,NEW CUT,KY-1865,4.343,KYTC,1
-85.6867336990896,38.1384268376544,624,OUTER,PRESTON,KY-61,3.95,KYTC,1
-85.7134097012275,38.1365536716277,625,MINOR,OUTER,KY-1065,4.56,KYTC,1
-85.7947659140874,38.1275875633263,626,OUTER,3RD STREET,KY-907,4.66,KYTC,1
-85.6772525659878,38.1180663771655,627,MANSLICK,PRESTON,KY-61,2.45,KYTC,1
-85.7525918147603,38.1828138718763,628,NEVADA,OLD PARK,,,METRO,1
-85.7910991489925,38.152862877387,629,MANSLICK,PALATKA,KY-1142,0.635,KYTC,1
-85.7060659327916,38.1926681425206,630,POPLAR LEVEL,SANITA,KY-864,10.75,KYTC,1
-85.7080627326435,38.1570080730251,631,INDUSTRIAL,ULRICH,KY-1747,1.33,KYTC,1
-85.7168936260551,38.1575775522865,632,FERN VALLEY,I 65 RAMP,KY-1747,0.79,KYTC,1
-85.725734176337,38.1576941537395,633,FERN VALLEY,WORLDPORT,KY-1747,0.35,KYTC,1
-85.8008236697088,38.1916751468051,634,MANSLICK RD,MANSLICK BLVD,KY-1931,8.1,KYTC,1
-85.7509333597399,38.1922691031614,635,CRITTENDEN,PARK,KY-1631,0.3,KYTC,1
-85.7489666613477,38.1269612195284,636,NATIONAL,OUTER,KY-1065,2.51,KYTC,1
-85.6809502311533,38.1279173472898,637,PRESTON,ST RITA,KY-61,3.16,KYTC,1
-85.8552899387288,38.1838435897602,638,CANE RUN,LEES,KY-1934,7.78,KYTC,1
-85.8353176739924,38.1682877681414,639,GRASTON,UPPER HUNTERS,,,METRO,1
-85.865547920733,38.1648102203728,640,LOWER HUNTERS,TERRY,KY-1727,3.03,KYTC,1
-85.8317386016343,38.1620600696279,641,DIXIE,TRENT, US-31W,12.64,KYTC,1
-85.8742374770251,38.1310296399151,642,TERRY,PAGES,KY-1727,0.64,KYTC,1
-85.8949249167372,38.1164498806634,643,CANE RUN,JOHNSONTOWN,KY-1934,2.3,KYTC,1
-85.8240888937396,38.1495453275036,644,ARNOLDTOWN,ST ANDREWS CHURCH,KY-1931,4.11,KYTC,1
-85.8738995520518,38.0956621414025,645,BETHANY,DIXIE, US-31W,7.72,KYTC,1
-85.8906319021238,38.0561824443344,646,DIXIE,WATSON, US-31W,4.81,KYTC,1
-85.8215628374888,38.1758495809364,647,DIXIE,GAGEL, US-31W,13.99,KYTC,1
-85.7338948874207,38.1532781461304,648,CRITTENDEN,GRADE,,,METRO,1
-85.6408362097731,38.1612182704668,649,FERN VALLEY,HURSTBOURNE,KY-1747,5.13,KYTC,1
-85.7192655382844,38.1348202737714,650,OUTER,AIR COMMERCE,KY-1065,4.2,KYTC,1
-85.7264345403898,38.1326544979742,651,OUTER,AIR COMMERCE,KY-1065,3.8,KYTC,1
-85.5793002934636,38.2222477459958,652,HURSTBOURNE,I 64 RAMP,KY-1747,11.83,KYTC,1
-85.7527395657684,38.2587179604639,653,I 64 RAMP,RIVER,KY-3077,0.171,KYTC,1
-85.6272965725605,38.2162160181925,654,EL CONQUISTADOR,BRECKENRIDGE,KY-1932,2.538,KYTC,1
-85.7619057511749,38.2164678454188,655,3RD,CENTENNIAL,KY-1020,10.1,KYTC,1
-85.6372675408522,38.2325802503314,656,BRECKENRIDGE,DUTCHMANS,,,METRO,1
-85.6053011637666,38.2487306331644,657,CHRISTIAN,SHELBYVILLE,US-60,6.3,KYTC,1
-85.6412342119239,38.2382841207425,658,BRECKENRIDGE,KRESGE,,,METRO,1
-85.7270080529275,38.2437446652263,659,BAXTER,BROADWAY,US-31E,15.901,KYTC,1
-85.6863168870529,38.1978745205221,660,BISHOP,GARDINER,,,METRO,1
-85.7415419358793,38.2129773617607,661,CLARKS,PRESTON,KY-61,9.957,KYTC,1
-85.8020165604244,38.1956342887323,662,NOBEL,7TH STREET,US-60A,0.4,KYTC,1
-85.7239981333838,38.2310107405591,663,BARRET,CASTLEWOOD,,,METRO,1
-85.752495149677,38.2411814008475,664,BRECKINRIDGE,BROOK,,,METRO,1
-85.7443280503459,38.2524625462434,665,JACKSON,JEFFERSON,KY-61,12.798,KYTC,1
-85.7405317804616,38.2506792308281,666,CLAY,LIBERTY,,,METRO,1
-85.7529215310893,38.2484086603817,667,W CHESTNUT ST,S 1ST ST,,,METRO,1
-85.7431626022012,38.247358566532,668,CHESTNUT,HANCOCK,,,METRO,1
-85.7435731662797,38.2449905812224,669,BROADWAY,HANCOCK,US 150,3.188,KYTC,1
-85.7194768971306,38.2577235338813,670,FRANKFORT,MELLWOOD,US-42,0.805,KYTC,1
-85.7624187246243,38.2423528513893,671,BRECKINRIDGE,6TH,,,METRO,1
-85.7633952452342,38.2559610269941,672,8TH,MARKET,US 31W,21.484,KYTC,1
-85.7604697061848,38.2534356720776,673,LIBERTY,6TH,,,METRO,1
-85.759898951869,38.251404383792,674,ARMORY,MUHAMMAD ALI,,,METRO,1
-85.7591542015897,38.2513264690352,675,5TH,MUHAMMAD ALI,,,METRO,1
-85.751565243776,38.256082130026,676,N 1ST ST,W MAIN ST,US 31W,17.789,KYTC,1
-85.750632445851,38.2523624885168,677,BROOK,LIBERTY,,,METRO,1
-85.7488525962614,38.2502038679326,678,FLOYD,MUHAMMAD ALI,,,METRO,1
-85.7683534464052,38.2565116934605,679,11TH,MARKET,US 31W,21.192,KYTC,1
-85.7702519879709,38.255299360306,680,JEFFERSON,12TH,,,METRO,1
-85.7728039572795,38.2505996709189,681,CHESTNUT,13TH,,,METRO,1
-85.8141982874022,38.2248847017351,682,ALGONQUIN,35TH,KY-2054,1.208,KYTC,1
-85.8093252542255,38.2244078176939,683,ALGONQUIN,CANE RUN,KY-2054,0.072,KYTC,1
-85.7835622649377,38.2665655862692,684,BANK,22ND,US-150,0.25,KYTC,1
-85.807881367825,38.2721435576984,685,37TH,I 264 RAMP,KY-3082,0.118,KYTC,1
-85.8269704424247,38.2505375671875,686,BROADWAY,SOUTHWESTERN,,,METRO,1
-85.7684422542563,38.1818232906104,687,SOUTHERN,WOODLAWN,KY-1020,7.837,KYTC,1
-85.7882712014078,38.1794246979122,688,BLUEGRASS,HAZELWOOD,,,METRO,1
-85.7145065121254,38.1763291937461,689,ORCHARD,PRESTON,KY-61,7.025,KYTC,1
-85.6886608936403,38.1707193841957,690,INDIAN,JEANINE,,,METRO,1
-85.7647354083295,38.1695525500024,691,ROCHESTER,SOUTHSIDE,KY-1020,6.865,KYTC,1
-85.7006332358214,38.1629761386829,692,BENNETT,PRESTON,KY-61,6.08,KYTC,1
-85.8019475651004,38.1554067429389,693,MANSLICK,PALATKA,KY-1931,5.48,KYTC,1
-85.7628307362963,38.1429884238841,694,SAM,OLDE NANTUCKET,,,METRO,1
-85.6750032999359,38.1401382698127,695,BATES,JEFFERSON,,,METRO,1
-85.675149010052,38.138013379606,696,OUTER,JEFFERSON,KY-1065,6.69,KYTC,1
-85.6841706608802,38.1337742092645,697,BLUE LICK,PRESTON,KY-61,3.62,KYTC,1
-85.6773875392606,38.1938113790593,698,CHAMPIONS TRACE,NEWBURG,KY-1703,1.43,KYTC,1
-85.6792261116711,38.124364507465,699,MILES,COOPER VILLAGE,KY-61,2.91,KYTC,1
-85.7775834250228,38.1559241541999,700,NEW CUT,PARK,KY-1865,3.383,KYTC,1
-85.682217198936,38.1846911239703,701,JENNINGS,PRODUCE,,,METRO,1
-85.8160519234434,38.1809413121284,702,DIXIE,HEATON, US-31W,14.45,KYTC,1
-85.7753731472171,38.1176251225927,703,NEW CUT,OLD NEW CUT,KY1865,0.61,KYTC,1
-85.8369916277358,38.1130119030453,704,STONESTREET,3RD STREET,KY-907,1.92,KYTC,1
-85.8684675538461,38.1049101700676,705,DIXIE,VESPER, US-31W,8.42,KYTC,1
-85.8798391640319,38.0853901260685,706,DIXIE,FLOWERVALE, US-31W,6.9,KYTC,1
-85.8749888899468,38.093747227968,707,DIXIE,GREENBELT RAMP, US-31W,7.35,KYTC,1
-85.5936816094048,38.2133136936538,708,HURSTBOURNE,SHANE,KY-1747,10.82,KYTC,1
-85.6399177000262,38.1717385225492,709,FEGENBUSH,BURNT PINE,,,METRO,1
-85.6434457911128,38.1194371129029,710,I 265 RAMP,SMYRNA,I-265,13.54,KYTC,1
-85.6436305082034,38.1168803584561,711,I 265 RAMP,SMYRNA,I-265,13.54,KYTC,1
-85.7761258398438,38.1263939349099,712,NEW CUT,OUTER,KY-1065,1.03,KYTC,1
-85.6584944368316,38.2000272592342,713,GREEN MEADOWS,HIKES,,,METRO,1
-85.6490158034942,38.1779403609316,714,BUECHEL BANK,COTTAGEMEADOW,,,METRO,1
-85.6806003831995,38.2486636754831,715,GARDEN,LEXINGTON,US-60,9.225,KYTC,1
-85.7994711160014,38.2060321139831,716,DIXIE,RALPH, US-31W,16.41,KYTC,1
-85.7222400678667,38.2555031504356,717,MELLWOOD,SPRING,US-42,0.587,KYTC,1
-85.7360233240382,38.2529720511369,718,CAMPBELL,MARKET,US 31W,16.825,KYTC,1
-85.7665143064303,38.2468741720136,719,BROADWAY,9TH,US 150,1.929,KYTC,1
-85.759530926031,38.2491346275159,720,CHESTNUT,5TH,,,METRO,1
-85.6998822908334,38.2537546573506,721,EWING,FRANKFORT,US-60,1.12,KYTC,1
-85.756670083058,38.2200570432543,722,BRANDEIS,BROOK,,,METRO,1
-85.7614218332559,38.2192968362345,723,BRANDEIS,3RD,KY-1020,10.235,KYTC,1
-85.720984977079,38.2384191155401,724,BARDSTOWN,GRINSTEAD,US-31E,15.423,KYTC,1
-85.7223694860418,38.2377933474065,725,BAXTER,GRINSTEAD,KY-1703,5.487,KYTC,1
-85.7155149097654,38.23541420592,726,BARDSTOWN,LONGEST,US-31E,15.06,KYTC,1
-85.7164098589241,38.2359010393358,727,BARDSTOWN,LONGEST,US-31E,15.119,KYTC,1
-85.715292841268,38.2289364438757,728,BAXTER,EASTERN,US-60,6.44,KYTC,1
-85.7525323949326,38.2292623361608,729,FLOYD,WOODBINE,,,METRO,1
-85.7422658396929,38.2247940023741,730,BURNETT,SHELBY,,,METRO,1
-85.7479398258671,38.2197529715615,731,BRANDEIS,PRESTON,KY-61,10.652,KYTC,1
-85.7390289957239,38.2397654579147,732,BRECKINRIDGE,LOGAN,KY-864,15.071,KYTC,1
-85.7423122684396,38.2522449234747,733,HANCOCK,JEFFERSON,,,METRO,1
-85.7402937886246,38.2520224943536,734,CLAY,JEFFERSON,,,METRO,1
-85.7411459893329,38.2471357865594,735,CHESTNUT,CLAY,,,METRO,1
-85.7533839416816,38.2457213902667,736,W BROADWAY,S 1ST ST,US 150,2.655,KYTC,1
-85.7517193871876,38.2455982791172,737,BROADWAY,BROOK,US 150,2.729,KYTC,1
-85.7168732685735,38.260134430328,738,BROWNSBORO,MELLWOOD,US-42,1.022,KYTC,1
-85.7644621089627,38.2400420601039,739,KENTUCKY,7TH,,,METRO,1
-85.7544876926878,38.2585311893549,740,RIVER,3RD,KY-3077,0.362,KYTC,1
-85.7581839973891,38.2568063448166,741,5TH,MAIN,US 31W,21.842,KYTC,1
-85.7567904597133,38.2552374424917,742,4TH,MARKET,US 31W,21.86,KYTC,1
-85.7621255415506,38.2536114698958,743,LIBERTY,7TH,,,METRO,1
-85.7571557284034,38.2530765693912,744,4TH,LIBERTY,,,METRO,1
-85.7641153464397,38.2518681757445,745,8TH,MUHAMMAD ALI,,,METRO,1
-85.7574916691659,38.2511397307659,746,4TH,MUHAMMAD ALI,,,METRO,1
-85.7520540465145,38.2532977197414,747,1ST,JEFFERSON,,,METRO,1
-85.7504029203978,38.2531163979596,748,BROOK,JEFFERSON,I-65,3.624,KYTC,1
-85.7542746237195,38.2507873709086,749,2ND,MUHAMMAD ALI,KY-1020,12.437,KYTC,1
-85.7515576333132,38.2504919908082,750,BROOK,MUHAMMAD ALI,,,METRO,1
-85.7697681682625,38.2580812154326,751,MAIN,12TH,US 31W,21.208,KYTC,1
-85.7690727451083,38.2524143558986,752,11TH,MUHAMMAD ALI,,,METRO,1
-85.6885470134708,38.1578636108107,753,FERN VALLEY,JEANINE,KY-1747,2.4,KYTC,1
-85.7241927006401,38.1863382430675,754,DURRETT,PRESTON,KY-61,7.888,KYTC,1
-85.7172274614772,38.1789070658932,755,PRESTON,I 65 RAMP,KY-61,7.245,KYTC,1
-85.7825733919714,38.1750928191835,756,BROOKLINE,TAYLOR,KY-1865,4.715,KYTC,1
-85.712739921356,38.1746708677713,757,ALDER,PRESTON,KY-61,6.874,KYTC,1
-85.6849316990223,38.17158347747,758,INDIAN,POPLAR LEVEL,KY-864,9.22,KYTC,1
-85.7687348522254,38.1674091911329,759,INVERNESS,3RD,,,METRO,1
-85.797947939551,38.1604851505418,760,MANSLICK,MELODY,,,METRO,1
-85.7752624604412,38.1458222590143,761,NEW CUT,3RD STREET,KY-1865,2.668,KYTC,1
-85.697122498963,38.1361954946134,762,MINOR,OUTER,KY-1065,5.47,KYTC,1
-85.7477348792727,38.1125790028848,763,FAIRDALE,NATIONAL,KY-1020,2.66,KYTC,1
-85.7831061748086,38.1941710094847,764,CARLISLE,TAYLOR,KY-1865,6.05,KYTC,1
-85.7845870067457,38.1519390079539,765,BRUCE,PALATKA,KY-1142,0.991,KYTC,1
-85.7319095416391,38.1571697842908,766,FERN VALLEY,GRADE,KY-1747,0.0,KYTC,1
-85.7656264978163,38.1525361150164,767,NATIONAL,SOUTHSIDE,KY-1020,7.04,KYTC,1
-85.7717546991732,38.1487486352877,768,PALATKA,SOUTHSIDE,KY-907,6.598,KYTC,1
-85.7509109335445,38.1940268624609,769,CRITTENDEN,HURON,KY-1631,0.421,KYTC,1
-85.8345669873011,38.1561302304832,770,DIXIE,LOWER HUNTERS, US-31W,12.44,KYTC,1
-85.8556941135605,38.1212128387791,771,DIXIE,JOHNSONTOWN, US-31W,9.75,KYTC,1
-85.8625182396383,38.1132928718707,772,CITATION,DIXIE, US-31W,9.1,KYTC,1
-85.8340021799741,38.1573664174612,773,BLANTON,DIXIE, US-31W,12.54,KYTC,1
-85.8369317712681,38.1506123715058,774,DIXIE,ST PAULS CHURCH, US-31W,12.02,KYTC,1
-85.8194032200223,38.1518190083912,775,BLANTON,ST ANDREWS CHURCH,KY-1931,4.41,KYTC,1
-85.8865674044476,38.0623033376878,776,DIXIE,PENDLETON, US-31W,5.29,KYTC,1
-85.8233288395305,38.1743373014829,777,DIXIE,ROCKFORD, US-31W,13.84,KYTC,1
-85.7678366763655,38.2357241905174,778,OAK,9TH STREET RAMP,,,METRO,1
-85.5797992716728,38.2560321290784,779,PORTER,HURSTBOURNE,KY-1747,14.25,KYTC,1
-85.8118342323617,38.2302843770457,780,LOUIS COLEMAN JR,YOUNG,,,METRO,1
-85.6515522150405,38.1781051261895,781,PROGRESS,BUECHEL BANK,,,METRO,1
-85.7276569854752,38.235737845784,782,BARRET,OAK,,,METRO,1
-85.68790093791,38.2453764179022,783,ALTA VISTA,LEXINGTON,US-60,8.746,KYTC,1
-85.7952666098518,38.2164695178028,784,DIXIE,WATHEN, US-31W,17.18,KYTC,1
-85.7761945356168,38.2063366541304,785,CENTRAL,TAYLOR,US-60,2.293,KYTC,1
-85.7655685340343,38.205159724976,786,CENTRAL,4TH,,,METRO,1
-85.7329419211339,38.2512029949243,787,BAXTER,CHESTNUT,US-31,15.997,KYTC,1
-85.7317104926643,38.2497806431558,788,BAXTER,LIBERTY,US-31E,16.422,KYTC,1
-85.7633792216722,38.2464488529463,789,BROADWAY,7TH,US 150,2.06,KYTC,1
-85.7583845237219,38.2460867161714,790,BROADWAY,4TH,US 150,2.381,KYTC,1
-85.7316132130084,38.197660260452,791,PHILLIPS,PRESTON,KY-61,8.768,KYTC,1
-85.693947774154,38.2245780367361,792,BARDSTOWN,DOUGLASS,US-31E,13.643,KYTC,1
-85.7508968445595,38.2259746746852,793,BURNETT,HILL,,,METRO,1
-85.7504709814239,38.2409654034291,794,BRECKINRIDGE,FLOYD,,,METRO,1
-85.7463969463564,38.2405307150882,795,BRECKINRIDGE,JACKSON,KY-61,11.967,KYTC,1
-85.7509939007007,38.2380025546322,796,FLOYD,KENTUCKY,,,METRO,1
-85.7488354075666,38.2377692036129,797,KENTUCKY,PRESTON,KY-61,11.84,KYTC,1
-85.732439444727,38.2418785193338,798,BARRET,ST ANTHONY,,,METRO,1
-85.7445699001732,38.2511199108463,799,JACKSON,LIBERTY,KY-61,12.7,KYTC,1
-85.7425501955323,38.2509002864775,800,HANCOCK,LIBERTY,,,METRO,1
-85.7395146769482,38.24468590423,801,BROADWAY,SHELBY,US 150,3.404,KYTC,1
-85.7166628004897,38.2568060913674,802,FRANKFORT,POPE,US-60,0.123,KYTC,1
-85.7605904164878,38.2420553582947,803,BRECKINRIDGE,5TH,,,METRO,1
-85.7553759519779,38.2536621000608,804,JEFFERSON,3RD,KY-1020,12.638,METRO,1
-85.7631551530405,38.2573512287977,805,8TH,MAIN,US 31W,21.57,KYTC,1
-85.7614924974142,38.2571657488114,806,MAIN,7TH,US 31W,21.66,KYTC,1
-85.7584285033636,38.2554145525189,807,5TH,MARKET,US 31W,21.76,KYTC,1
-85.7636335908327,38.2545710186552,808,8TH,JEFFERSON,,,METRO,1
-85.7501508620962,38.2545079256253,809,BROOK,MARKET,US 31W,17.567,KYTC,1
-85.7650343063766,38.2561435243598,810,MARKET,ROY WILKINS,US 31W,21.356,KYTC,1
-85.7651241953695,38.2547342396409,811,JEFFERSON,ROY WILKINS,,,METRO,1
-85.8023680847473,38.2316037610824,812,CATALPA,WILSON,,,METRO,1
-85.8043247708321,38.2724034338948,813,BANK,35TH,KY-3082,0.313,KYTC,1
-85.8211122612106,38.2441892436625,814,CECIL,GREENWOOD,,,METRO,1
-85.7667094785143,38.1892431589077,815,SOUTHERN HEIGHTS,SOUTHERN,KY-1020,8.354,KYTC,1
-85.76678200109,38.1939484203144,816,SOUTHERN,WHITNEY,KY-1020,8.674,KYTC,1
-85.7507207266029,38.1886702091766,817,CRITTENDEN,I 264 RAMP,KY-1631,0.0,KYTC,1
