longitude,latitude,OBJECTID,main_street,cross_street,route_number,milepoint,owner,type
-85.698306021098,38.1827267088912,818,GILMORE,POPLAR LEVEL,KY-864,10.28,KYTC,1
-85.7988541644191,38.1789431922217,819,BLUEGRASS,HOBART,KY-1931,7.196,KYTC,1
-85.7680049840775,38.1714845851568,820,SOUTHLAND,3RD,,,METRO,1
-85.7647199101029,38.1711457926272,821,SOUTHLAND,SOUTHSIDE,KY-1020,6.975,KYTC,1
-85.7065817155142,38.1687640555731,822,INDIAN,PRESTON,KY-61,6.34,KYTC,1
-85.7538139632808,38.139271631228,823,NATIONAL,PATRICK HENRY,KY-1020,4.61,KYTC,1
-85.7371124399381,38.1299521486613,824,GRADE,OUTER,KY-1065,3.19,KYTC,1
-85.6745217710657,38.10869278644,825,PRESTON,I 265 RAMP,KY-61,1.79,KYTC,1
-85.7834315238713,38.1895509351831,826,TAYLOR,I 264 RAMP,KY-1865,5.731,KYTC,1
-85.7503526766883,38.1831879582788,827,CRITTENDEN,NEVADA,,,METRO,1
-85.7819466845038,38.126663122155,828,CANDLEWORTH,OUTER,KY-1065,6.85,KYTC,1
-85.725139777351,38.1588550498996,829,GRADE,WORLDPORT,,,METRO,1
-85.8053282506889,38.193618878733,830,PARK,7TH STREET,US-60A,0.0,KYTC,1
-85.7484753594621,38.1236385968603,831,GLENGARRY,NATIONAL,KY-1020,3.45,KYTC,1
-85.8476904566373,38.1578358620362,832,LOWER HUNTERS,UPPER HUNTERS,,,METRO,1
-85.8395884930818,38.1434911020982,833,GREENWOOD,ST ANDREWS CHURCH, US-31W,11.52,KYTC,1
-85.8696549926643,38.1029709028575,834,ASHBY,BARRETT, US-31W,8.27,KYTC,1
-85.8519960646138,38.1440347890491,835,GREENWOOD,SKY BLUE,KY-1931,2.45,KYTC,1
-85.8712449709051,38.1746068349223,836,GREENBELT,RAGGARD,KY-1934,6.617,KYTC,1
-85.8115258423038,38.2323582624632,837,LOUIS COLEMAN JR,SOUTHERN,,,METRO,1
-85.5232785460581,38.2448226343766,838,WOODED FALLS,OLD SHELBYVILLE,US-60,10.92,KYTC,1
-85.5250490665711,38.2880376487381,839,WYNMEADE,WINCHESTER ACRES,,,METRO,1
-85.7311981915335,38.2402861023121,840,BARRET,BRECKINRIDGE,,,METRO,1
-85.7115837138719,38.2307598286043,841,EASTERN,NORRIS,US-60,6.677,KYTC,1
-85.7061337902667,38.2536157784161,842,CLIFTON,FRANKFORT,US-60,0.778,KYTC,1
-85.7080402776065,38.199235323138,843,POPLAR LEVEL,TAYLOR,KY-864,11.568,KYTC,1
-85.7362656900778,38.251583255182,844,CAMPBELL,JEFFERSON,,,METRO,1
-85.7683267219946,38.2471123868248,845,BROADWAY,10TH,US 150,1.83,KYTC,1
-85.7630776115559,38.2481968448912,846,MAGAZINE,7TH,,,METRO,1
-85.7550519834368,38.2458444362537,847,BROADWAY,2ND,US 150,2.559,KYTC,1
-85.7470787672138,38.2124722103827,848,BRADLEY,EASTERN,US-60,4.281,KYTC,1
-85.76118180063,38.2205603624917,849,CARDINAL,3RD,KY-1020,10.323,KYTC,1
-85.7597905443541,38.2204111775829,850,CARDINAL,2ND,KY-1020,10.32,KYTC,1
-85.8064559050331,38.1945188253053,851,DIXIE,PARK, US-31W,15.55,KYTC,1
-85.7140836106097,38.2361808869748,852,CHEROKEE,LONGEST,,,METRO,1
-85.7483254843401,38.2407334197885,853,BRECKINRIDGE,PRESTON,KY-61,12.05,KYTC,1
-85.7530132297299,38.2382199774869,854,BROOK,KENTUCKY,,,METRO,1
-85.7400527897801,38.2534105955312,855,CLAY,MARKET,US 31W,17.047,KYTC,1
-85.7463421883186,38.2526842784203,856,JEFFERSON,PRESTON,KY-61,12.885,KYTC,1
-85.7407669479042,38.24932604699,857,CLAY,MUHAMMAD ALI,,,METRO,1
-85.7544469869669,38.2497042024296,858,GUTHRIE,2ND,KY-1020,12.634,KYTC,1
-85.74518012611,38.2475826733586,859,CHESTNUT,JACKSON,KY-61,12.458,KYTC,1
-85.7371089997912,38.2466958314874,860,CAMPBELL,CHESTNUT,,,METRO,1
-85.7456009093798,38.2451433153416,861,BROADWAY,JACKSON,US 150,3.074,KYTC,1
-85.7102744533241,38.2547427808335,862,BELLAIRE,FRANKFORT,US-60,0.532,KYTC,1
-85.7562452961773,38.2586967493374,863,4TH,RIVER,KY-3077,0.625,KYTC,1
-85.7600848962286,38.25559432046,864,MARKET,6TH,US 31W,21.655,KYTC,1
-85.761981033256,38.2543866170473,865,JEFFERSON,7TH,,,METRO,1
-85.760325965402,38.2542066874842,866,JEFFERSON,6TH,,,METRO,1
-85.7518089796182,38.2546889897957,867,1ST,MARKET,US 31W,17.669,KYTC,1
-85.7522005840999,38.2525314857257,868,1ST,LIBERTY,,,METRO,1
-85.7694597431906,38.2502281812263,869,CHESTNUT,11TH,,,METRO,1
-85.7903740791487,38.2712175947703,870,PORTLAND,26TH,KY-3064,0.445,KYTC,1
-85.8213708993251,38.2503492157856,871,BROADWAY,CECIL,,,METRO,1
-85.8208657961424,38.2469025765586,872,CECIL,GARLAND,,,METRO,1
-85.7649629181214,38.1939734229205,873,3RD,WHITNEY,,,METRO,1
-85.7667270286058,38.1911473425909,874,FLORENCE,SOUTHERN,KY-1020,8.484,KYTC,1
-85.8099819127408,38.1894041779008,875,DIXIE,GARRS, US-31W,15.12,KYTC,1
-85.801232926941,38.1892261732276,876,CRUMS,MANSLICK,KY-1931,7.919,KYTC,1
-85.7648814947348,38.1891693660976,877,SOUTHERN HEIGHTS,3RD,I-264,0.087,KYTC,1
-85.7184609825157,38.1800975486793,878,GRADE,PRESTON,KY-61,7.358,KYTC,1
-85.6941992272307,38.1803955727297,879,POPLAR LEVEL,POPLAR PLACE,KY-864,10.08,KYTC,1
-85.691935954013,38.1791903630664,880,POPLAR LEVEL,PRODUCE,KY-864,9.87,KYTC,1
-85.7670535183585,38.1769250466879,881,3RD,TENNY,KY-1020,7.47,KYTC,1
-85.6817420064699,38.1672777552962,882,POPLAR LEVEL,RANGELAND,KY-864,8.88,KYTC,1
-85.6992487979043,38.1608787429751,883,FOREST,PRESTON,KY-61,5.67,KYTC,1
-85.7769894867965,38.1216755209753,884,NEW CUT,KY-841 RAMP,KY-1865,0.67,KYTC,1
-85.7658114145443,38.1839160252307,885,3RD,WELLINGTON,,,METRO,1
-85.7594380482144,38.1473709694072,886,ENTERPRISE,NATIONAL,KY-1020,5.18,KYTC,1
-85.6791630661569,38.1953458583053,887,BASHFORD MANOR,NEWBURG,KY-1703,1.55,KYTC,1
-85.7508923927152,38.1914016414994,888,CRITTENDEN,I 264 RAMP,KY-1631,0.2,KYTC,1
-85.8931213693837,38.1254473596045,889,TRADE PORT,GREENBELT,KY-1934,2.88,KYTC,1
-85.8444058940827,38.1180099375917,890,STONESTREET,VALLEY COLLEGE,,,METRO,1
-85.8415069040956,38.1072977630214,891,3RD STREET,VALLEY STATION,KY-907,1.44,KYTC,1
-85.8667212432688,38.1076533287423,892,DIXIE,VALLEY STATION, US-31W,8.63,KYTC,1
-85.8719263203064,38.0990503208774,893,DIXIE GARDEN,DIXIE, US-31W,7.98,KYTC,1
-85.8349460727896,38.1760168170351,894,GRASTON,ROCKFORD,KY-2051,0.65,KYTC,1
-85.6747312096934,38.1438005647582,895,MCCAWLEY,JEFFERSON,,,METRO,1
-85.6283962205637,38.2451770000963,896,SHERBURN,BOWLING,,,METRO,1
-85.5405188678222,38.2954434230156,897,CHAMBERLAIN,I 265 RAMP,,,METRO,1
-85.6633791046314,38.2011732745334,898,BARDSTOWN,PARIS,US-31E,11.174,KYTC,1
-85.7598915789961,38.2134911995163,899,EASTERN,3RD,US-60,3.5,KYTC,1
-85.797744784683,38.2365329590586,900,CYPRESS,DUMESNIL,,,METRO,1
-85.7282673741924,38.2365162665151,901,BARRET,KENTUCKY,,,METRO,1
-85.7829607265772,38.196267267542,902,BERRY,TAYLOR,US-60,1.473,KYTC,1
-85.7312820303935,38.2538742118841,903,E MAIN ST,S JOHNSON ST,US 31W,16.739,KYTC,1
-85.7342473208229,38.2513643252194,904,JEFFERSON,WENZEL,,,METRO,1
-85.7617219163214,38.2463309016841,905,BROADWAY,6TH,US 150,2.172,KYTC,1
-85.7600512517023,38.2462085029674,906,BROADWAY,5TH,US 150,2.291,KYTC,1
-85.7567208512497,38.2459650378868,907,BROADWAY,3RD,US 150,2.474,KYTC,1
-85.7289625044851,38.2462446939883,908,BAXTER,PAYNE,US-31E,16.137,KYTC,1
-85.7562270611137,38.2487706498669,909,CHESTNUT,3RD,KY-1020,12.295,METRO,1
-85.7628448697425,38.2495000980494,910,CHESTNUT,7TH,,,METRO,1
-85.8047154776193,38.1971030545058,911,DIXIE,NOBEL, US-31W,15.72,KYTC,1
-85.6929954371634,38.2546525207479,912,BAYLY,FRANKFORT,US-60,1.51,KYTC,1
-85.7052780131753,38.2433242037739,913,CHEROKEE,GRINSTEAD,US-60,7.753,KYTC,1
-85.7527142826632,38.2282299319199,914,FLOYD,MAGNOLIA,,,METRO,1
-85.7533209091857,38.2248626146733,915,FLOYD,HILL,,,METRO,1
-85.7469074236173,38.2375687325887,916,JACKSON,KENTUCKY,KY-61,11.761,KYTC,1
-85.7428684033453,38.2371542442672,917,CLAY,KENTUCKY,,,METRO,1
-85.7382863286053,38.2518060728307,918,JEFFERSON,SHELBY,,,METRO,1
-85.7385186355886,38.2504597931911,919,LIBERTY,SHELBY,,,METRO,1
-85.747197500557,38.2477986799431,920,CHESTNUT,PRESTON,KY-61,12.546,KYTC,1
-85.7475898264139,38.2452915344732,921,BROADWAY,PRESTON,US 150,2.964,KYTC,1
-85.7415415255832,38.2448383767288,922,BROADWAY,CLAY,US 150,3.303,KYTC,1
-85.7339639246475,38.2442701215414,923,BARRET,BROADWAY,US 150,3.719,KYTC,1
-85.7661622802901,38.2402081281336,924,8TH,KENTUCKY,,,METRO,1
-85.759564727711,38.2533370059601,925,ARMORY,LIBERTY,,,METRO,1
-85.7608061007005,38.2515038772012,926,6TH,MUHAMMAD ALI,,,METRO,1
-85.7539258032954,38.2527140833892,927,LIBERTY,2ND,KY-1020,12.572,KYTC,1
-85.752528033464,38.2505988058887,928,1ST,MUHAMMAD ALI,,,METRO,1
-85.7503955151388,38.2576467150388,929,BINGHAM,WITHERSPOON,KY-3077,0.653,KYTC,1
-85.7716655416404,38.2568741960435,930,MARKET,13TH,US 31W,21.008,KYTC,1
-85.7719450331877,38.2554815730103,931,JEFFERSON,13TH,,,METRO,1
-85.7648035251488,38.2575403068728,932,MAIN,9TH,US 31W,21.473,KYTC,1
-85.7656029384903,38.2520354627589,933,ROY WILKINS,MUHAMMAD ALI,,,METRO,1
-85.8254916864101,38.2083596476634,934,CANE RUN,RALPH,KY-1934,10.09,KYTC,1
-85.8268755669023,38.2072903681798,935,CANE RUN,I 264 RAMP,KY-1934,9.96,KYTC,1
-85.8286285738975,38.2059708757052,936,CANE RUN,I 264 RAMP,KY-1934,9.84,KYTC,1
-85.7772065479697,38.1193462072539,937,NEW CUT,KY-841 RAMP,KY-1865,0.68,KYTC,1
-85.6969658815833,38.1568493976473,938,FERN VALLEY,PRESTON,KY-61,5.36,KYTC,1
-85.7991984734601,38.1812631197405,939,ANNA,MANSLICK,KY-1931,7.377,KYTC,1
-85.7041317384413,38.1664561721513,940,PRESTON,VINEWOOD,KY-61,6.13,KYTC,1
-85.6924803386361,38.1488069117624,941,OAKLAWN,PRESTON,KY-61,4.76,KYTC,1
-85.6737502311015,38.1379442994898,942,OUTER,LAUREL RIDGE,KY-1065,6.86,KYTC,1
-85.7023003366113,38.136723331654,943,OUTER,I 65 RAMP,KY-1065,5.18,KYTC,1
-85.766223751997,38.1815760423274,944,3RD,WOODLAWN,,,METRO,1
-85.748165237552,38.1192782096578,945,NATIONAL,KY-841 RAMP,KY-1020,3.0,KYTC,1
-85.8747405272069,38.1217364927443,946,JOHNSONTOWN,TERRY,KY-1727,1.04,KYTC,1
-85.8532142163843,38.1241899920172,947,DIXIE,WITTEN, US-31W,9.99,KYTC,1
-85.8619478472374,38.1781242929359,948,CANE RUN,TERRY,KY 1934,7.182,KYTC,1
-85.8852735972213,38.0657528039355,949,DIXIE,LANDSTAR,US 31W,5.4,KYTC,1
-85.8718716054075,38.1447265525084,950,GREENWOOD,TERRY,KY-1727,1.6,KYTC,1
-85.8593720034909,38.1798989115798,951,BRIDWELL,CANE RUN,KY-1934,7.37,KYTC,1
-85.7639503327732,38.2047539201787,952,CENTRAL,3RD,KY-1020,9.47,KYTC,1
-85.6715093288161,38.1569486340182,953,FERN VALLEY,JEFFERSON,KY-1747,3.33,KYTC,1
-85.6486448216432,38.1584558324897,954,POPLAR LEVEL,FERN VALLEY,KY-864,7.17,KYTC,1
-85.70762098834,38.1955300507042,955,POPLAR LEVEL,I 264 RAMP,KY-864,11.32,KYTC,1
-85.7337586040723,38.2541428158882,956,MAIN,WENZEL,US 31W,16.808,KYTC,1
-85.738037359291,38.2531894613979,957,MARKET,SHELBY,US 31W,16.936,KYTC,1
-85.7398112901488,38.2547959559131,958,E MAIN ST,S CLAY ST,US 31W,17.139,KYTC,1
-85.7016582339208,38.2583135023084,959,BROWNSBORO,EWING,US-42,1.846,KYTC,1
-85.6849169669158,38.2000981752867,960,GOLDSMITH,NEWBURG,KY-1703,2.0,KYTC,1
-85.7195493135919,38.2391855750169,961,CHEROKEE,GRINSTEAD,KY-2860,0.517,KYTC,1
-85.7408506545821,38.2369470970938,962,KENTUCKY,SHELBY,KY-864,14.95,KYTC,1
-85.7440877081331,38.2538365731174,963,JACKSON,MARKET,US 31W,17.265,KYTC,1
-85.7420656387223,38.2536325862591,964,HANCOCK,MARKET,US 31W,17.158,KYTC,1
-85.7365050113916,38.2502375773097,965,CAMPBELL,LIBERTY,,,METRO,1
-85.7468159269977,38.249984360106,966,PRESTON,MUHAMMAD ALI,KY-61,12.7,KYTC,1
-85.734485380235,38.2500190146863,967,LIBERTY,WENZEL,,,METRO,1
-85.7427887407331,38.249543790217,968,HANCOCK,MUHAMMAD ALI,,,METRO,1
-85.7545707871958,38.2485885962585,969,CHESTNUT,2ND,KY-1020,12.288,KYTC,1
-85.749236182185,38.2480133484121,970,CHESTNUT,FLOYD,,,METRO,1
-85.7359988486622,38.2465787242916,971,CHESTNUT,CHESTNUT STREET CONNECTOR,KY-864,15.596,KYTC,1
-85.7374845029317,38.2445406482305,972,BROADWAY,CAMPBELL,US 150,3.514,KYTC,1
-85.7458716600606,38.2554491864454,973,MAIN,PRESTON,US 31W,17.456,KYTC,1
-85.7214702478805,38.2588503626407,974,FRANKFORT,STORY,US-42,0.675,KYTC,1
-85.715517633748,38.2564325434087,975,FRANKFORT,STATE,US-60,0.237,KYTC,1
-85.7801300681897,38.227963276493,976,15TH,HILL,,,METRO,1
-85.7650947443548,38.2354597585715,977,OAK,7TH,,,METRO,1
-85.763651304534,38.2353269132304,978,OAK,6TH,,,METRO,1
-85.7586765246842,38.2540247737531,979,5TH,JEFFERSON,,,METRO,1
-85.7588093802853,38.2532528713145,980,5TH,LIBERTY,,,METRO,1
-85.7499131256242,38.2558977236654,981,E MAIN ST,N BROOK ST,US 31W,17.699,KYTC,1
-85.7724209066339,38.2527825450882,982,13TH,MUHAMMAD ALI,,,METRO,1
-85.7707322251601,38.2525978801313,983,12TH,MUHAMMAD ALI,,,METRO,1
-85.764732103338,38.2483762264182,984,8TH,MAGAZINE,,,METRO,1
-85.7909772685379,38.2693333440292,985,BANK,26TH,KY-3082,1.09,KYTC,1
-85.8350031338293,38.2011351410301,986,CANE RUN,KRAMERS,KY-1934,9.36,KYTC,1
-85.8330356140248,38.202622428262,987,CANE RUN,FARNSLEY,KY-1934,9.63,KYTC,1
-85.7277830519999,38.1918496905059,988,PRESTON,I 264 RAMP,KY-61,8.3,KYTC,1
-85.7648969452638,38.1911838169354,989,FLORENCE,3RD,I-264,0.65,KYTC,1
-85.8036031698082,38.1212170398541,990,ARNOLDTOWN,3RD STREET,KY-907,3.99,KYTC,1
-85.7479769633904,38.1166977252292,991,NATIONAL,KY-841 RAMP,KY-1020,3.01,KYTC,1
-85.6754364165141,38.1118453789544,992,PRESTON,I 265 RAMP,KY-61,2.02,KYTC,1
-85.7837655176979,38.1831162254236,993,BICKNELL,TAYLOR,KY-1865,5.285,KYTC,1
-85.7220614203727,38.1579863649024,994,FERN VALLEY,I 65 RAMP,KY-1747,0.55,KYTC,1
-85.7312898285816,38.1584427954363,995,ASHBOTTOM,GRADE,,,METRO,1
-85.7763567439422,38.1507989386615,996,NEW CUT,PALATKA,KY-1865,3.01,KYTC,1
-85.828483621721,38.1685515779809,997,DIXIE,UPPER HUNTERS, US-31W,13.27,KYTC,1
-85.8303099157447,38.1649262797445,998,DIXIE,MEYERS, US-31W,13.08,KYTC,1
-85.8493385319134,38.1586366075855,999,LOWER HUNTERS,SKY BLUE,,,METRO,1
-85.8864171333817,38.1469475348357,1000,GREENWOOD,GREENBELT,KY-1934,4.44,KYTC,1
-85.8920294734554,38.0982128180782,1001,LOWER RIVER,GREENBELT,KY-1934,1.03,KYTC,1
-85.6713367722744,38.1601097778968,1002,POPLAR LEVEL,JEFFERSON,KY-864,8.05,KYTC,1
-85.7635492641349,38.2166736908784,1003,4TH,UNITY,,,METRO,1
-85.7389989104239,38.2227124250573,1004,BURNETT,HICKORY,,,METRO,3
-85.7598344417681,38.1616283183266,1005,STEEDLY,STRAWBERRY,,,METRO,3
-85.7292745489718,38.2466472033004,1006,BAXTER,HULL,US 31E,16.185,KYTC,2
-85.695511801383,38.225290990082,1007,BARDSTOWN,PRINCETON,US 31E,,KYTC,2
-85.7494648291255,38.2467110360756,1008,FLOYD,GRAY,,,METRO,3
-85.5410530553441,38.2486863850894,1009,LEPANTO,MADISON,,,KYTC,3
-85.8943464250364,38.1107512639907,1010,ASHBY,GREENBELT,KY-1934,1.9,KYTC,1
-85.7051723987096,38.2309221905519,1011,BARDSTOWN,BONNYCASTLE,US 31E,,KYTC,2
-85.6100549715624,38.2652914963466,1012,LYNDON,HERR,KY-2050,0.551,KYTC,3
-85.8036826009903,38.249741180851,1013,BROADWAY,31ST,,,METRO,3
-85.7327657823192,38.2296755317455,1014,ELLISON,ST MICHAEL,,,METRO,3
-85.6987420246372,38.226968375797,1015,BARDSTOWN,RICHMOND,US 31E,13.966,KYTC,2
-85.7280848362439,38.2559532843831,1016,CABEL,STORY,US 42 ,0.272,KYTC,3
-85.7605935753549,38.2527304178895,1017,CEDAR,6TH,,,METRO,3
-85.7204232198642,38.238112786514,1018,BARDSTOWN,GRINSTEAD,US 31E,16.185,KYTC,2
-85.7160161447845,38.235686325962,1019,BARDSTOWN,LONGEST,US 31E,15.565,KYTC,2
-85.7723389487209,38.161327740807,1020,3RD,KENWOOD,,,METRO,3
-85.5434996781177,38.2492196086532,1021,OLD HARRODS CREEK,WILLOW STONE,,,KYTC,3
-85.6277379833176,38.145037077215,1022,FEGENBUSH,NORLYNN,KY-864,5.182,KYTC,3
-85.7505670006143,38.2447662243028,1023,FLOYD,JACOB,,,METRO,3
-85.7067289308915,38.2313120805494,1024,BARDSTOWN,STEVENS,US 31E,14.5,KYTC,2
-85.7372940334399,38.2329219909094,1025,OAK,SWAN,,,METRO,3
-85.7245156147329,38.2405313376962,1026,BAXTER,HIGHLAND,US 31E,,KYTC,2
-85.7585485259116,38.2547164534353,1027,COURT,5TH,,,METRO,3
-85.6272272742086,38.3084225725045,1028,U S HIGHWAY 42,WOODSTONE,US-42,8.25,KYTC,3
-85.887521162262,38.1395638276929,1029,GREENBELT,GLOBAL,KY-1934,3.908,KYTC,1
-85.6766737569319,38.1783673252048,1030,INDIAN,JENNINGS,,,METRO,3
-85.8293072664296,38.2506130142883,1031,BROADWAY,SHAWNEE PARK ENTRANCE,,,METRO,3
-85.7836584630904,38.2450646119875,1032,BRECKINRIDGE,DIXIE,,,METRO,4
-85.7490442754536,38.2491135018625,1033,FLOYD,ABRAHAM FLEXNER,,,METRO,3
-85.7042380194099,38.2304928088053,1034,BARDSTOWN,BONNYCASTLE,US 31E,,KYTC,2
-85.7647962867233,38.2519408892415,1035,8TH,MUHAMMAD ALI,,,METRO,3
-85.7001317741198,38.2278545147864,1036,BARDSTOWN,ROANOKE,US 31E,,KYTC,2
-85.8052590011876,38.1727166590949,1037,ESTATE,GAGEL,,,METRO,3
-85.5364186484776,38.2594350958964,1038,EVERGREEN,WOODLAND,,,METRO,3
-85.7253795580811,38.2416700831209,1039,BAXTER,MORTON,US 31E,15.738,KYTC,2
-85.6894507944637,38.1293035385233,1040,BLUE LICK,FOREMAN,KY-1450,3.1,KYTC,1
-85.7011025928633,38.22848097989,1041,BARDSTOWN,SPEED,US 31E,,KYTC,2
-85.7602128938264,38.2548649003905,1042,CONGRESS,COURT,,,METRO,3
-85.7593652280428,38.1055498369004,1043,MANSLICK,MITCHELL HILL,KY-2055,1.416,KYTC,3
-85.7239710401501,38.254128398109,1044,MAIN,MELLWOOD,US 42,0.459,KYTC,3
-85.8012012237063,38.2305637930331,1045,HILL,28TH,,,METRO,3
-85.7116004678236,38.233254499101,1046,BARDSTOWN,EDGELAND,US 31E,,KYTC,2
-85.6963214829521,38.2256433297368,1047,BARDSTOWN,BOULEVARD NAPOLEON,US 31E,,KYTC,2
-85.8073501865495,38.2555617278827,1048,LOUIS COLEMAN JR,VERMONT,,,METRO,3
-85.7195613739217,38.2604618898687,1049,BROWNSBORO,STORY,US 42,0.83,KYTC,3
-85.7450383986498,38.2483945086779,1050,CHESTNUT,JACKSON,KY 61,12.486,KYTC,3
-85.6976199257629,38.2262570855858,1051,ALFRESCO,BARDSTOWN,US 31E,,KYTC,2
-85.7144790102288,38.2348418338262,1052,BARDSTOWN,CHEROKEE,US 31E,,KYTC,2
-85.6123065900984,38.2688142881853,1053,HERR,WESTLYNNE,,,METRO,3
-85.8853669037762,38.1013380408384,1054,JANNA,MARILEE,,,METRO,3
-85.6679139438455,38.2982372995329,1055,RIVER,WATERGLEN,,,METRO,3
-85.7285353793857,38.2457024607725,1056,BAXTER,ROGERS,US 31E,16.185,KYTC,2
-85.7292284153429,38.2493835067114,1057,COOPER,LEXINGTON,,,METRO,4
-85.7264535368426,38.2430250348384,1058,BAXTER,BRECKINRIDGE,US 31E,16.185,KYTC,2
-85.7015658522744,38.2287833175023,1059,BARDSTOWN,DEER PARK,US 31E,14.174,KYTC,2
-85.7100131317791,38.2323798047445,1060,BARDSTOWN,EASTERN,US 31E,,KYTC,2
-85.5702878686248,38.167621917563,1061,BILLTOWN,MARY DELL,KY-1819,,KYTC,3
-85.5297115774621,38.229213429657,1062,ELLINGSWORTH,TUCKER STATION,,,METRO,3
-85.719270956101,38.2374750715636,1063,BARDSTOWN,PATTERSON,US 31E,15.3,KYTC,2
-85.7178496991632,38.2366962137867,1064,BARDSTOWN,BEECHWOOD,US 31E,,KYTC,2
-85.7274264191204,38.2442760120502,1065,BAXTER,BROADWAY,US 31E,16.185,KYTC,2
-85.8647141001222,38.0876512847921,1066,DEERING HEIGHTS,WOODRIDGE,,,KYTC,3
-85.6514048710067,38.2525714020191,1067,FAIRFAX,SHELBYVILLE,US-60,3.8,KYTC,3
-85.7237597922785,38.2399430307035,1068,BARDSTOWN,BAXTER,US 31E,,KYTC,2
-85.7241678195866,38.2402153589623,1069,BARDSTOWN,BAXTER,US 31E,,KYTC,2
-85.7130809690377,38.2340703554777,1070,BARDSTOWN,MIDLAND,US 31E,14.897,KYTC,2
-85.8136294597597,38.2573767963455,1071,AMY,MUHAMMAD ALI,,,METRO,3
-85.7180808737716,38.2602946819187,1072,BROWNSBORO,MELLWOOD,US 42,0.9,KYTC,3
-85.7589383442556,38.2429982472317,1073,GOLDEN RULE,4TH,,,METRO,3
-85.7738612668632,38.2348550261148,1074,ORMSBY,12TH,,,KYTC,3
-85.5584171880988,38.2531957596948,1075,DORSEY,WATERLOO,,,KYTC,3
-85.7932536138457,38.2214249065694,1076,BERNHEIM,DIXIE,US 31,17.51,KYTC,3
-85.7086174058529,38.231740753245,1077,BARDSTOWN,SHERWOOD,US 31E,,KYTC,2
-85.638462374442,38.2319981256642,1078,BRECKENRIDGE LN,DUTCHMANS LN,KY-1932,3.8,KYTC,1
-85.811512023918,38.1872921439157,1079,DIXIE HWY,I 264 WEST RAMP,US-31W,14.96,KYTC,1
-85.519245219639,38.1874677843891,1080,TAYLORSVILLE RD,PLEASANT GLEN DR,KY-155,6.625,KYTC,1
-85.5558410364876,38.086650294306,1081,BARDSTOWN RD,BROAD RUN PKY,US-31E,0.787,KYTC,1
-85.5656197455865,38.1007037228464,1082,BARDSTOWN RD,THIXTON LN,US-31E,1.925,KYTC,1
-85.7535417086318,38.2548775666529,1083,MARKET ST,S 2ND ST,US-31W,22.035,KYTC,1
-85.502956803901,38.2692603640584,1084,OLD HENRY RD,I 265 SB RAMP,KY-3084,1.038,KYTC,1
-85.5357485183874,38.186034877007,1085,TAYLORSVILLE RD,OLD HEADY RD,KY-155,7.55,KYTC,1
-85.6086640437575,38.2742948818017,1086,WESTPORT RD,ORMSBY LN,KY-1447,3.04,KYTC,1
-85.5466714248327,38.1477681748832,1087,BILLTOWN RD,I 265 RAMP,KY-1819,5.29,KYTC,1
-85.4957218454836,38.2719824490832,1088,OLD HENRY RD,TERRA CROSSING BLVD,KY-3084,1.48,KYTC,1
-85.5510472221127,38.2968546020153,1089,WESTPORT RD,I 265 RAMP,KY-1447,6.47,KYTC,1
-85.6145171731931,38.1258081945148,1090,BEULAH CHURCH RD,I 265 RAMP,KY-864,3.45,KYTC,1
-85.6979417389295,38.2757337568864,1091,ZORN AVE,I 71 RAMP,,,KYTC,1
